Symbol,Name,Sector,Market Cap Type,AVG CLOSING PRE 08,STD PRE 08,KURTOSIS PRE 08,ENTROPY PRE 08,25TH PERCENTILE PRE 08,50TH PERCENTILE PRE 08,75TH PERCENTILE PRE 08,MIN PRE 08,MAX PRE 08,% Change Pre-During 08,AVG CLOSING DURING 08,STD DURING 08,KURTOSIS DURING 08,ENTROPY DURING 08,25TH PERCENTILE DURING 08,50TH PERCENTILE DURING 08,75TH PERCENTILE DURING 08,MIN DURING 08,MAX DURING 08,% Change During-Post 08,AVG CLOSING POST 08,STD POST 08,KURTOSIS POST 08,ENTROPY POST 08,25TH PERCENTILE POST 08,50TH PERCENTILE POST 08,75TH PERCENTILE POST 08,MIN POST 08,MAX POST 08,AVG CLOSING PRE COVID,STD PRE COVID,KURTOSIS PRE COVID,ENTROPY PRE COVID,25TH PERCENTILE PRE COVID,50TH PERCENTILE PRE COVID,75TH PERCENTILE PRE COVID,MIN PRE COVID,MAX PRE COVID,% Change Pre-During COVID,AVG CLOSING DURING COVID,STD DURING COVID,KURTOSIS DURING COVID,ENTROPY DURING COVID,25TH PERCENTILE DURING COVID,50TH PERCENTILE DURING COVID,75TH PERCENTILE DURING COVID,MIN DURING COVID,MAX DURING COVID
NBTB,NBT Bancorp Inc.,Financial Services,Small Cap Stock,14.58350598,0.918996224,2.5540531396744086,5.523419716903406,14.23,14.54,15.254999999999999,10.92,16.53,8.090058617999999,15.76332016,1.903257036,0.027216443808026902,5.526208085104286,14.22,15.77,17.01,12.12,22.58,-2.222023019,15.41305556,1.02497954,-0.29463399167839194,5.527248717101921,14.52,15.355,16.04,13.47,18.29,36.35333333,1.7451588130000002,-0.17600554342925845,5.528294267231202,35.137499999999996,36.025000000000006,37.0,33.25,40.73,-9.761017654,32.80487805,3.292357872,-0.6601237467319137,4.4018207149434385,30.6425,32.015,34.74,27.31,38.96
MAIN,Main Street Capital Corporation,Financial Services,Medium Cap Stock,4.886315789,0.065116156,-0.5979010703391809,3.637499662171856,4.835,4.88,4.94,4.73,5.02,-9.386372577000001,4.427667984,0.409928004,-0.11408552089747115,5.52903156048888,4.21,4.53,4.68,3.36,5.3,43.02290478,6.332579365,0.545069985,-1.186977204828059,5.5257483678873625,5.82,6.345,6.8149999999999995,5.42,7.73,37.9359127,3.009205194,-1.1610636120989306,5.526255061516764,35.097500000000004,38.63,40.74,30.62,42.04,-22.3636099,29.45207317,8.50362301,-1.0821046544249335,4.365950189274786,23.0725,26.91,37.114999999999995,15.51,43.72
MVF,"MuniVest Fund, Inc.",Financial Services,Small Cap Stock,4.321713147,0.122604459,-0.06719316114750473,5.52505060310251,4.205,4.31,4.37,3.9,4.5,-10.61497385,3.862964427,0.49282582,-0.5075670552204108,5.5249262057152615,3.41,3.98,4.17,2.69,4.58,27.42393473,4.92234127,0.28977886,0.4206497777168168,5.527661911405232,4.8,4.95,5.07,4.05,5.36,8.718333333,0.27996798300000003,0.016996446452219427,5.528907186086254,8.4375,8.71,8.83,7.8,9.14,-3.963239785,8.372804878,0.721047377,-0.74482193993328,4.403038317379622,7.895,8.08,9.19,6.51,9.43
FCF,First Commonwealth Financial Corporation,Financial Services,Small Cap Stock,7.760717131,0.6325955129999999,-0.3864304878995455,5.522151514827323,7.37,7.67,8.075,6.11,9.07,3.194285594,8.008616601,0.7866308909999999,0.5051063189561882,5.528603854717959,7.5,8.04,8.5,6.17,10.75,-46.02291912,4.32281746,0.657441921,-0.801637388312058,5.5178608573381505,3.9200000000000004,4.26,4.8225,3.12,5.72,12.93404762,0.6799345859999999,-0.4161147882099528,5.528062690568298,12.4,12.87,13.217500000000001,11.58,14.54,-23.66809549,9.872804878,2.144596008,-0.8257886676321866,4.38446958450703,8.4075,8.934999999999999,11.7675,7.07,13.99
BFK,BlackRock Municipal Income Trust,Financial Services,Small Cap Stock,7.312788845,0.440262866,-0.8778381042995114,5.523643450355252,6.96,7.16,7.64,6.35,8.12,-19.33726274,5.898695652000001,1.074134701,-0.663777281739157,5.515765115039951,4.95,6.29,6.74,3.29,7.17,17.20912438,6.913809524,0.399686844,-0.7378821944564655,5.5277480319456735,6.6,6.94,7.24,5.81,7.48,13.17369048,0.587254629,-0.26414332246114997,5.528424920884192,12.83,13.32,13.532499999999999,11.55,13.93,-1.742443662,12.94414634,1.185263373,-0.7406894934829431,4.402588733230774,12.14,12.485,14.272499999999999,10.02,14.85
FTK,"Flotek Industries, Inc.",Energy,Micro Cap Stock,25.86334661,11.80802349,-0.9314438525204056,5.422581879483273,14.025,26.5,33.075,11.475,53.49,-42.16272028,14.95865613,7.658570192000001,-0.2995544476154284,5.378981051649284,10.36,16.91,19.13,1.88,36.07,-89.20516729,1.614761905,0.313970116,-0.6246382873273393,5.510682965266386,1.3775,1.605,1.82,1.0,2.39,2.636150794,0.657350611,-1.2066871269034836,5.4973547423668325,2.03,2.685,3.2,1.05,3.86,-57.13909646,1.129878049,0.392215908,-0.7278310715249936,4.351610882125133,0.8425,0.965,1.4525000000000001,0.69,1.9
IOSP,Innospec Inc.,Basic Materials,Small Cap Stock,21.4140239,3.129750045,-0.6433583540309815,5.514487297806827,19.215,21.57,24.325,13.63,26.62,-37.00851406,13.48901186,5.417810521,-1.0898479324943235,5.441491081086231,9.31,14.02,18.02,3.83,21.24,-24.07047332,10.24214286,1.394337214,-0.7352445523989246,5.52027327490244,9.1975,10.11,11.375,7.44,13.38,84.89825397,9.456790691,0.4247545989727586,5.523066785388097,81.17500000000001,84.17,90.9525,59.05,103.08,-8.91880828,77.32634146,13.27749042,-0.34423133074563994,4.392833838190724,68.26,71.965,85.2725,60.88,105.58
IBKR,"Interactive Brokers Group, Inc.",Financial Services,Large Cap Stock,21.20972789,1.496175007,0.024348239249591508,4.987924393787401,20.58,21.5,22.125,17.28,24.81,1.577112915,21.54422925,4.561352302,-0.9423559524125368,5.509765884128434,17.41,22.3,25.46,10.38,28.11,-36.01055955,13.78603175,1.057379742,0.004448715968113692,5.5265543336996865,13.0675,13.53,14.174999999999999,11.89,16.59,50.48527778,3.257791812,-1.218185922586735,5.52734878755882,47.18,50.735,53.412499999999994,44.31,58.07,-11.25183802,44.8047561,5.788817279,-0.94230381556722,4.398634842319521,40.222500000000004,43.269999999999996,50.8375,35.2,56.76
SPWR,SunPower Corporation,Technology,Small Cap Stock,64.18713147,24.68490137,1.04269290099527,5.4585824692517,44.504999999999995,57.4,72.48,35.98,149.56,8.502595392,69.64470356,22.23616159,-0.2092347429065824,5.477638383616822,59.63,74.51,83.68,19.0,131.29,-67.80364563,22.42305556,5.862426427000001,-0.7308660878883186,5.494252496244692,18.642500000000002,22.43,26.464999999999996,10.73,33.7,8.824801587,2.604867104,-0.5597890718562639,5.487649743247867,7.0425,7.975,10.5425,5.04,15.1,-17.51628274,7.27902439,1.577251563,-0.6140457577291071,4.38382587841538,6.31,6.949999999999999,8.565000000000001,4.49,10.94
NX,Quanex Building Products Corporation,Industrials,Small Cap Stock,10.34569721,1.185546883,-0.6231831216300407,5.5189066355793575,9.405000000000001,10.25,11.2,8.01,13.1,19.48638504,12.3616996,2.460422251,0.10386711793256563,5.511703680759333,12.09,12.79,14.06,5.95,15.82,16.14053814,14.35694444,2.067725185,-0.13372544579249368,5.518795499495377,12.935,14.48,15.59,8.95,18.42,17.10130952,1.39700429,-0.9405100506293332,5.526079242842633,16.025,16.915,18.205,13.55,19.42,-23.38413,13.10231707,3.470846234,-1.1872260942045358,4.37316844076483,10.325,11.625,17.1125,8.03,19.04
MTSC,MTS Systems Corporation,Technology,Small Cap Stock,31.26446215,1.944710366,-0.7652113577522313,5.523520237157039,29.47,31.56,32.66,27.0,35.58,-14.94288917,26.59264822,4.016995306,-0.6393609551580495,5.521738358290995,24.22,26.3,29.6,16.96,33.48,-17.41645807,21.96115079,2.029597694,0.4457330822971803,5.525015309328046,20.87,22.55,23.47,16.28,24.84,52.80599206,4.203192892,0.6851767658038783,5.526178486261211,51.475,53.675,55.2975,38.83,59.94,-50.87840351,25.93914634,11.13022225,-1.0114414204314175,4.321859516581196,17.145,21.11,36.777499999999996,13.62,49.63
AZZ,AZZ Incorporated,Industrials,Small Cap Stock,10.89653386,2.066901531,-0.6480868975926235,5.507516126553792,9.5,10.88,12.245000000000001,7.43,16.04,20.29136142,13.10758893,2.7831903510000005,-0.6016586831970598,5.510402476065303,11.15,13.16,14.84,6.43,18.5,8.119844424,14.17190476,1.335280512,-0.7510075968625993,5.5250146171780745,13.2375,14.05,15.125,11.48,17.35,42.64761905,2.784097822,-0.7541128060417814,5.5272860459384425,40.6875,42.974999999999994,44.79,36.59,47.99,-25.38484896,31.82158537,6.318579398,-0.7771789639636699,4.387950254877278,27.29,29.46,36.4775,20.51,43.45
ASTE,"Astec Industries, Inc.",Industrials,Small Cap Stock,39.07780876,6.539160954,-0.5619055815931238,5.5119093481069985,33.785,37.63,44.209999999999994,29.68,53.78,-26.15553602,28.85679842,4.676596878,-0.2663786543566604,5.519751002074312,26.6,29.08,31.9,17.28,37.46,-14.70277727,24.61404762,2.468437149,0.5083974030317195,5.524543710241238,22.77,23.955,26.377499999999998,20.64,32.62,33.96238095,4.1596212910000006,-1.1203214414396026,5.521992639390465,30.6175,32.730000000000004,37.7275,26.13,42.61,12.02459441,38.04621951,4.674458479,-0.20184151305652295,4.399046592629542,36.2375,38.32,40.935,27.46,45.69
SCOR,"comScore, Inc.",Communication Services,Micro Cap Stock,27.53027273,5.216947235,-0.7521092344241853,4.683254730017217,23.052500000000002,25.75,31.21,21.17,40.9,-28.4863418,19.68790514,5.588972628,-0.3268935540526701,5.4898123942264085,17.28,20.42,22.81,6.75,32.37,-18.33435881,16.07825397,1.488551572,-0.7569861015195434,5.525113637489293,15.077499999999999,16.165,17.2725,12.5,19.06,9.19984127,7.283203674,-0.9872676860424376,5.222916557794256,2.83,5.325,13.992500000000001,1.48,23.22,-67.48618346,2.991219512,0.575290351,-0.8767870868818619,4.388756681309811,2.56,2.865,3.495,1.93,4.15
DHX,"Dice Holdings, Inc.",Industrials,Micro Cap Stock,10.76022222,1.286258382,-0.6062768014794009,4.49260039184324,9.8125,11.025,11.765,7.81,13.09,-37.51322904,6.723715415,1.832542587,-0.32279100422735985,5.4918458861507045,6.27,7.25,8.0,2.62,9.37,-2.159867611,6.578492063,1.194090407,-0.5146097418798741,5.512809126078091,5.96,6.46,7.64,4.0,9.31,3.23202381,0.644114228,-0.5722651678982822,5.508429860161072,2.7875,3.39,3.6925,1.71,4.3,-21.04924136,2.551707317,0.267373161,-0.8016602145407585,4.401243776148168,2.3625,2.5199999999999996,2.77,1.84,3.06
ETH,Ethan Allen Interiors Inc.,Consumer Cyclical,Small Cap Stock,23.62031873,1.479445808,0.6955623223239367,5.523466533699452,22.935,23.83,24.41,19.03,26.89,-26.31319039,17.40505929,3.451250822,0.20813684019776346,5.511720717434852,16.66,18.71,19.66,8.61,22.32,-32.003213800000005,11.83488095,2.593520041,-0.6690969405293741,5.5060607987656995,9.8,11.27,14.1675,7.41,18.8,18.47380952,1.279731892,-0.2617951510285121,5.527063522092955,17.51,18.28,19.2575,15.91,21.82,-37.18661884,11.60402439,1.74811776,-0.7071658129438503,4.395687652957145,10.315,11.375,13.015,8.42,15.75
SAH,"Sonic Automotive, Inc.",Consumer Cyclical,Small Cap Stock,24.17227092,2.056015764,-0.6355758954266837,5.5217733658501125,22.595,24.85,25.515,19.49,28.0,-52.92813009,11.37833992,5.583296412,-1.3168458916002668,5.3939186339056695,7.1,11.24,16.65,1.35,18.85,-13.32808243,9.861825397,1.334774195,-0.2636818972276127,5.520493192925528,8.807500000000001,9.69,10.702499999999999,7.65,13.54,23.07678571,6.844941104,-1.4987351319725015,5.484765596753147,15.387500000000001,23.035,28.8925,13.5,34.05,-7.019324592,21.45695122,6.8087147660000005,-1.2417510565655134,4.355923739519183,15.36,21.165,27.52,9.94,33.18
MUC,"Blackrock MuniHoldings California Quality Fund,  Inc.",Financial Services,Small Cap Stock,6.727450199,0.21231456,0.2593887588313115,5.524953365038109,6.56,6.77,6.85,6.13,7.24,-10.33256528,6.032332016,0.781846928,0.4712982591532073,5.524469605544623,5.52,6.32,6.55,3.7,6.83,20.0857021,7.2439682539999986,0.40219731,0.3786450082434918,5.52787227989713,7.05,7.195,7.57,6.01,7.93,13.141587300000005,0.582577612,-1.1520831287178588,5.528443701187202,12.65,13.14,13.62,11.86,13.91,1.610957463,13.35329268,0.7974915220000001,-0.041195120371191774,4.404948194560936,12.84,13.18,14.19,11.03,14.48
MGRC,McGrath RentCorp,Industrials,Small Cap Stock,20.73306773,1.324141892,-0.1736577165831208,5.523433506777343,19.955,20.61,21.380000000000003,17.83,23.94,-20.45378061,16.49237154,2.35868185,-0.7579182221299592,5.522976961795387,14.59,16.73,18.32,10.63,21.46,-2.520107607,16.07674603,1.7219634999999998,-0.5634298838704055,5.523732729751973,14.92,15.925,17.4425,12.41,20.14,61.64115079,7.942279061,-0.7204363464578787,5.521129089422973,56.28999999999999,61.62,66.905,46.86,77.47,-4.046520049,59.14682927,11.58795382,-0.7129863815124402,4.388679879265975,50.940000000000005,53.675,68.61500000000001,46.21,82.47
MTG,MGIC Investment Corporation,Financial Services,Medium Cap Stock,47.90482072,15.37537406,-1.0601738526561924,5.467641729356936,33.105000000000004,55.97,59.66,16.61,67.14,-81.25367109,8.980395257,4.601254212,-0.8626469846024851,5.394097488821652,5.53,8.39,12.58,1.88,21.2,-20.57301557,7.132857143,2.0927110680000003,-0.15126191512577236,5.486555339593417,5.655,7.18,8.38,3.22,12.84,13.03837302,0.852453765,0.6801385716172597,5.527255779384508,12.5,13.08,13.72,10.29,14.34,-31.58842682,8.919756097999999,3.061646445,-1.26838136333597,4.350848164429754,6.5275,7.5,12.47,4.93,14.34
PEO,Petroleum Resources Corporation,Financial Services,Small Cap Stock,15.38151394,1.344263999,-1.2665178490233278,5.52162057486259,13.97,15.64,16.545,12.86,17.73,2.9419579760000003,15.83403162,3.462904259,-0.8989023943812025,5.507957791903116,13.26,16.92,18.16,8.78,20.71,-19.65341816,12.72210317,0.8771213,-0.1453815578694866,5.527021466144283,12.075000000000001,12.92,13.3825,10.23,14.27,15.1322619,0.549103618,-0.3034193973472594,5.528769399833815,14.72,15.254999999999999,15.4725,13.65,16.4,-28.37303137,10.83878049,2.463643488,-0.6710923583379604,4.381725435631648,9.2125,10.315,12.455,6.05,15.34
FIZZ,National Beverage Corp.,Consumer Defensive,Medium Cap Stock,6.371354582,0.967752736,-0.4445598763422982,5.51379215931674,5.85,6.42,6.965,4.33,8.39,-24.92025398,4.783596838,0.410308763,-0.2250506788272415,5.5297993504085525,4.46,4.68,5.07,4.16,6.12,52.95822389999999,7.316904762,0.658144154,-1.0816167314783167,5.525365413870766,6.697500000000001,7.535,7.83,5.84,8.67,53.25007937,11.91116564,0.29992183442258336,5.506122657726825,44.2725,49.239999999999995,57.5,39.89,84.11,-12.37663352,46.6595122,5.243783598,-0.959812203567274,4.400526680543025,42.6575,45.095,51.195,37.21,58.76
BLW,Citigroup Inc.,Financial Services,Small Cap Stock,6.691115537999999,0.332464059,-0.5263559160093578,5.524209769808415,6.385,6.77,6.91,5.59,7.09,-15.66718147,5.642806324,0.692269982,-0.6723851757759123,5.525571447830268,4.98,5.88,6.15,3.93,6.37,21.05172309,6.830714286,0.562531527,-1.1717346776568294,5.526067627097139,6.31,6.735,7.38,5.72,7.83,14.15904762,0.8095155490000001,-0.8430537148328114,5.527801961109601,13.495000000000001,13.96,14.72,12.24,15.81,-4.281663268,13.55280488,1.6440857519999998,-0.3954491920591434,4.399385727049667,12.782499999999999,13.09,14.942499999999999,9.35,16.08
CPSI,"Computer Programs and Systems, Inc.",Healthcare,Small Cap Stock,17.57772908,1.939266878,-0.3721996370670317,5.5193059032331755,16.16,17.55,19.064999999999998,12.76,22.05,-13.94518517,15.12648221,2.4595405180000003,-1.5224614597580248,5.520327975608093,12.89,14.19,17.66,11.2,20.01,92.48881071,29.11678571,2.769153578,-0.8712809380586659,5.524918797130873,26.9925,28.82,31.375,23.16,34.76,26.04305556,2.829327167,-0.4078676500577276,5.523530713721389,23.785,26.195,27.459999999999997,20.83,32.63,-9.539575775,23.55865854,3.2992377580000003,-0.12755656083024206,4.397284907561736,21.3,22.505000000000003,25.997500000000002,17.29,31.56
ROG,Rogers Corporation,Technology,Medium Cap Stock,45.76525896,7.352238206,0.8976527787231219,5.513232184977271,40.575,44.35,48.89,36.0,67.75,-24.10099652,34.73537549,5.018677848,-0.8516163083889592,5.5228613679555005,31.51,34.06,38.93,23.37,44.03,-19.46536481,27.97400794,3.074750955,0.4363868404125499,5.523275983438554,26.1,28.525,29.605000000000004,20.01,35.08,145.1718651,19.11971272,-0.2679317915033832,5.520757239335616,130.885,142.93,158.89249999999998,93.83,194.2,-28.47661686,103.8318293,10.96458183,-0.5090073316519623,4.401097642750907,97.62249999999999,104.78,112.0175,77.22,123.42
BGCP,"BGC Partners, Inc.",Financial Services,Small Cap Stock,2.1584904380000003,0.178690209,-0.6367829530253042,5.522048171948841,2.0097,2.1494,2.27935,1.7778,2.5792,-13.76550907,1.861363241,0.8088804629999999,-1.4945576469176038,5.434224735654863,0.9877,1.7632,2.7687,0.6254,3.0286,-22.95056604,1.434169841,0.262445619,-1.095636329955774,5.513148319576657,1.2289,1.30815,1.6616,1.0407,2.0116,5.082042857,0.376467736,-0.47973621271875894,5.526672754479956,4.816825,5.08695,5.378225,4.1409,5.8903,-30.90921762,3.511223171,1.131473664,-1.1008181830762973,4.358145767834248,2.662725,2.9343500000000002,4.720325000000001,2.1821,5.7642
BYD,Boyd Gaming Corporation,Consumer Cyclical,Medium Cap Stock,43.35545817,3.656702024,-0.6455123584773923,5.5218651037349415,40.22,44.0,46.18,35.04,50.82,-68.0643444,13.845849800000002,7.163038157000001,-0.8829604980802919,5.393405968589691,8.55,13.31,18.62,2.95,32.1,-30.94458152,9.561309524,1.603372029,-0.7358019010685042,5.515716286143055,8.26,9.325,10.6825,7.09,13.47,26.85603175,2.159263036,-0.4726076309494958,5.526180409143372,25.535,26.92,28.57,20.85,30.82,-25.64598979,19.96853659,7.340624342000001,-0.7222209020808896,4.343355753855223,14.987499999999999,16.895000000000003,24.73,7.84,34.74
GLP,Global Partners LP,Energy,Small Cap Stock,9.426374502,1.396796622,-1.1144973643187628,5.514455725393495,8.445,9.23,10.815000000000001,6.88,11.96,-42.81372033,5.390592885,1.836748346,-1.0189827112040768,5.4764247329949605,3.82,4.93,6.63,2.25,8.86,66.10506134,8.954047618999999,0.77075601,1.517173574005383,5.5256080420530855,8.6575,9.024999999999999,9.4,6.45,10.32,17.51218254,1.178486266,1.0508560736276884,5.527112529435317,16.94,17.8,18.2125,13.87,19.34,-29.68727539,12.31329268,3.862304709,-1.086272243482159,4.360752860044402,9.58,10.435,17.084999999999997,7.24,19.08
MUI,Blackrock Muni Intermediate Duration Fund Inc,Financial Services,Small Cap Stock,7.175458167,0.224018056,0.418362426682108,5.524961057899388,7.01,7.23,7.3,6.52,7.48,-8.486927799,6.566482213,0.7044646990000001,0.1925096117682248,5.527382139907264,6.08,6.79,7.0,4.4,7.38,17.66888416,7.726706349,0.453607788,-0.7708476300980305,5.5277023365287326,7.4,7.665,8.11,6.63,8.49,13.46833333,0.507221554,-0.3729860700062124,5.528716050242926,13.087499999999999,13.515,13.8,12.08,14.24,0.560181818,13.54378049,0.7518120340000001,-1.092664113937717,4.405206261060059,12.927499999999998,13.24,14.4525,11.71,14.68
TTI,"Tetra Technologies, Inc.",Energy,Micro Cap Stock,20.79418964,3.320348736,-0.5988259972677215,5.5123274602053725,18.662399999999998,20.4565,23.6314,12.9458,26.5073,-35.10108834,13.49520277,5.316624088999999,-0.7194979572623996,5.442305736810672,11.31,14.7663,17.1497,2.8847,21.8989,-32.16554225,9.154397619,1.4587042680000002,-0.6084897042151063,5.516827610396646,8.2209,8.9266,10.336,6.2179,12.6556,1.910119048,0.390544091,-1.0716748971938983,5.508400905405813,1.61,1.86,2.2725,1.17,2.65,-66.09839704,0.6475609760000001,0.463010975,-0.9323194819732694,4.179636723547662,0.3225,0.41,1.0750000000000002,0.22,1.52
SAFT,"Safety Insurance Group, Inc.",Financial Services,Small Cap Stock,22.77593625,3.007640175,-0.4506987299297145,5.516981544349879,20.395,22.25,23.740000000000002,17.65,29.88,-2.891927341,22.11727273,1.807179046,-0.39366229678759396,5.530099947813046,20.85,21.72,22.92,17.52,26.07,-0.03557385,22.10940476,1.662795384,-1.0975513130508259,5.5265851727821795,20.46,22.44,23.63,18.46,24.86,89.80444444,6.0640723770000005,-0.22847618675405945,5.527115733113147,86.7775,91.18,94.415,75.12,99.72,-10.36893171,80.49268293,6.637695764,-0.6774845594294221,4.4033886449096125,76.0325,78.82,83.3875,66.99,92.23
KRNY,Kearny Financial,Financial Services,Small Cap Stock,8.394820717,0.6724441,-0.7589019572368478,5.522271041263857,7.94,8.3,8.895,6.95,9.91,-14.35289459,7.1899209489999985,0.559424302,-0.21409512101659975,5.5304301502406545,6.76,7.02,7.58,6.11,8.62,-10.03002832,6.468769841,0.390101216,-0.0804483969079759,5.527613669163136,6.2275,6.45,6.7,5.37,7.38,13.03047619,0.472269855,-0.7896626753648541,5.528776385370745,12.6875,13.004999999999999,13.3275,12.04,14.0,-28.00835885,9.380853659,1.519427444,-1.1318105315062552,4.394130933419712,8.1825,8.735,10.887500000000001,7.56,12.07
EXPO,"Exponent, Inc.",Industrials,Medium Cap Stock,5.146772908,0.7856388129999999,-0.9061974705575536,5.5139836853527155,4.35,5.13,5.73,3.95,6.91,36.23948217,7.011936759,0.565344224,-0.1936887903762421,5.530140451134042,6.57,7.07,7.37,5.39,8.46,-8.815356674,6.393809524,0.383071789,0.08249122280225363,5.527644994089184,6.0875,6.38,6.6425,5.47,7.68,60.75436508,6.608081253,-1.2768002981872644,5.523532240071215,55.6675,58.295,67.73750000000001,48.1,71.28,17.08884666,71.13658537,5.456765473,-0.6748228566453514,4.403802938124928,67.16250000000001,70.975,74.54,59.19,81.93
NZF,Nuveen Dividend Advantage Municipal Fund 3,Financial Services,Medium Cap Stock,6.858406375,0.325539322,-0.8920193662230522,5.524321318844,6.57,6.98,7.12,6.06,7.23,-11.36407606,6.079011857999999,0.707840593,0.10541568156416092,5.5263000371278945,5.63,6.3,6.51,3.71,6.99,21.22832295,7.369484127000001,0.402424094,-0.8378383803518951,5.527931619927354,7.0675,7.3149999999999995,7.69,6.45,8.01,14.88119048,0.90654645,-0.7457852066116586,5.5275492783817235,14.235,15.07,15.6,12.73,15.96,-3.346639137,14.38317073,1.42433773,-1.1564633815484988,4.401913241168627,13.3825,13.780000000000001,16.075,11.54,16.46
ASGN,"On Assignment, Inc.",Industrials,Medium Cap Stock,10.78011952,1.721515259,1.0186097945379746,5.511769679689209,9.935,10.95,12.035,5.95,13.43,-36.04608663,6.8943083,1.496737197,-1.3090830999987353,5.509734774610657,5.61,6.88,8.21,4.11,9.69,-12.24300058,6.050238095,1.163687616,-0.9446426848563164,5.5100724483972074,5.237500000000001,6.3,7.06,3.6,7.84,62.41265873,4.127873727,-0.27707158981825275,5.5272359276145915,59.480000000000004,62.629999999999995,65.465,50.73,71.67,-22.49911022,48.37036585,12.24473093,-1.260541761533713,4.3751335527792055,37.12,49.42,58.962500000000006,31.26,71.94
ATNI,"Atlantic Tele-Network, Inc.",Communication Services,Small Cap Stock,23.25649402,2.9178045960000003,-0.5570572200608384,5.5178027434866905,21.045,22.38,25.68,18.32,30.11,-0.060045077,23.24252964,3.25269289,-0.670129241349775,5.523257083747605,21.19,23.82,26.09,14.78,27.79,66.70964939999999,38.74753968,4.414889636,-0.814561449672853,5.522934804125245,35.0875,38.474999999999994,42.365,28.36,48.14,59.38944444,5.956995861,1.5258827134626545,5.524656179915307,55.60249999999999,57.745,59.89750000000001,51.63,76.08,-2.142625237,58.11695122,5.332534822,2.7058005950050017,4.402542710307149,55.19499999999999,57.605000000000004,60.9375,38.39,76.1
NHC,National HealthCare Corporation,Healthcare,Small Cap Stock,36.77800797,1.340744874,-0.3593229782703675,5.524791984918755,35.875,36.62,37.864999999999995,33.31,40.09,-7.80052453,33.90913043,2.464686471,1.9983108896149844,5.5306500001773475,33.02,34.64,35.63,25.12,37.2,-20.4451755,26.97634921,0.7858774409999999,-0.3682665985396367,5.529006719638074,26.38,27.049999999999997,27.54,24.81,29.14,78.94555556,3.88937434,-0.6417107838011038,5.5282157840102935,76.065,79.185,81.7525,69.81,86.81,-8.925193205,71.8995122,7.027353066,-0.7423010276956751,4.402006722747038,66.9275,71.625,76.1675,56.55,84.85
UTG,Reaves Utility Income Fund,Financial Services,Small Cap Stock,9.765099602000001,0.4344655220000001,-1.0086623963351569,5.524460745266276,9.405000000000001,9.83,10.14,8.79,10.51,-13.98949114,8.399011858,1.76428934,-0.6407224695378257,5.509504589579688,7.39,9.0,9.72,4.26,10.68,3.679052019,8.708015872999999,1.225253544,-1.3136562522497826,5.519329730103927,7.6175,9.205,9.74,6.29,10.44,32.87968254,2.514072881,-0.7099180693909055,5.5264587240189424,31.3525,33.78,35.0,26.97,36.38,-5.5792468039999985,31.045243900000006,4.665851311,-0.5462140113201368,4.395539849815377,28.41,30.285,34.4125,20.4,39.17
HPS,John Hancock Preferred Income Fund III,Financial Services,Small Cap Stock,6.9055776889999985,0.406555242,-0.2969994818323056,5.523698957530266,6.58,7.04,7.24,5.78,7.42,-19.68341592,5.5463241110000014,1.25095532,-0.887993915930041,5.506073736389116,4.19,6.05,6.55,2.24,7.18,13.00849599,6.26781746,0.606197408,-0.9401538350600488,5.5247172952039465,5.815,6.325,6.7925,4.86,7.23,17.51063492,0.893311799,0.98231960791936,5.528105346269145,17.145,17.76,18.15,14.4,18.94,-12.25262807,15.36512195,2.568131493,-0.5327078514367081,4.392708412229487,14.112499999999999,14.81,17.892500000000002,9.24,19.3
IRBT,iRobot Corporation,Technology,Medium Cap Stock,17.53482072,2.415016908,-0.19930341354907588,5.51602115404483,15.73,17.88,19.07,12.8,24.23,-17.26343974,14.50770751,3.229332005,-0.8379786362556385,5.508381756411596,12.62,13.95,17.58,7.24,22.42,5.812665806,15.35099206,3.047403736,-0.8511826199106021,5.5099311504092405,12.75,15.17,17.2775,10.29,21.91,82.04623016,26.41157471,-1.091324601483731,5.477646002662501,59.2025,86.44999999999999,96.61000000000001,43.56,130.78,-36.67103986,51.95902439,10.4214465,-0.4472461818236111,4.3872816989430845,45.085,49.985,59.36,33.91,77.28
INDB,Independent Bank Corp.,Financial Services,Medium Cap Stock,22.02749004,1.494417771,-0.14944360284611813,5.523184902965187,21.015,21.78,22.915,19.08,26.18,-9.830601217,19.86205534,1.746016931,-0.3469924248178677,5.52948865789562,18.5,20.08,21.2,14.95,24.26,-10.30596248,17.81507937,1.686385959,-1.019060405216503,5.524981530109898,16.2975,17.665,19.3175,14.61,21.9,76.23992063,5.50075098,-1.148090787637719,5.5268291286585365,71.94250000000001,75.83500000000001,81.83,63.91,85.29,-12.2497359,66.90073171,6.207244628,-0.5686514590177896,4.402410976586243,63.71750000000001,67.195,71.59,52.0,76.96
ACCO,Acco Brands Corporation,Industrials,Small Cap Stock,21.49282869,1.954775784,0.36128189913871545,5.521240636343789,20.174999999999997,21.71,23.02,15.53,25.39,-57.63933142,9.104505929,4.372389772,-1.1203552905002128,5.392737005807768,6.65,9.68,12.88,0.73,14.68,-32.28191762,6.165396825,1.3612831719999998,0.8966966287899547,5.502072251069535,5.414999999999999,6.635,7.0725,2.21,8.66,8.525515873,0.737209752,-1.002744661837383,5.525661932895037,7.9174999999999995,8.585,9.17,6.81,9.78,-23.27050394,6.5415853660000005,1.6115949230000002,-0.8377756860241226,4.377196235729069,5.4,6.05,7.887499999999999,3.85,10.06
